Kategori,Başlık,İçerik,Tarih
Sosyal Medya,O post'u gördün mü?,"X (Twitter)'da (adı geçen kişi) öyle bir post atmış ki, ortalık karıştı! Sen gördün mü? Ne düşünüyorsun bu konuda?",2025-10-31 22:35:34
Sosyal Medya,Facebook grupları?,Sence hangi Facebook gruplarına üye olmalıyım? Hobilerimle ilgili veya ilgi alanlarımla örtüşen gruplar arıyorum. Önerilerin var mı?,2025-10-31 22:35:34
Sosyal Medya,LinkedIn'de bağlantı isteği?,"LinkedIn'de bir bağlantı isteği geldi, ama kişiyi tanımıyorum. Kabul etmeli miyim sence? Profiline baktım ama pek bir şey anlamadım.",2025-10-31 22:35:34
Sosyal Medya,Snapchat'ten mesaj attım.,"Snapchat'ten sana bir mesaj attım, baktın mı? Cevabını merak ediyorum. Belki bildirim gelmemiştir diye buradan da haber vereyim dedim.",2025-10-31 22:35:34
Sosyal Medya,TikTok dansı yapalım mı?,"TikTok'ta yeni bir dans trendi var, çok eğlenceli duruyor. Birlikte öğrenip video çekelim mi? Hem biraz hareketlenmiş oluruz.",2025-10-31 22:35:34
Sosyal Medya,Youtube önerisi?,"Bu aralar Youtube'da izleyecek bir şey bulamıyorum. Senin bildiğin güzel kanallar var mı? Belgesel, komedi veya eğitim türünde olabilir.",2025-10-31 22:35:34
Sosyal Medya,Instagram filtresi denedin mi?,"Instagram'da yeni bir filtre çıkmış, denedin mi? Yüzü çok komik yapıyor. Birlikte deneyip gülelim mi?",2025-10-31 22:35:34
Sosyal Medya,Sosyal medya detoksu?,Bu aralar sosyal medyadan biraz uzaklaşmayı düşünüyorum. Belki de bir detoks yapmalıyım. Sen ne düşünüyorsun? Birlikte yapalım mı?,2025-10-31 22:35:34
Sosyal Medya,Hangi platformu kullanıyorsun?,"En çok hangi sosyal medya platformunu kullanıyorsun? Ben Instagram'ı daha çok seviyorum, ama TikTok da ilgimi çekmeye başladı. Senin tercihin ne?",2025-10-31 22:35:34
Sosyal Medya,Podcast önerisi?,"Sosyal medyada gördüm, çok konuşulan bir podcast var. Adı [Podcast Adı]. Daha önce dinledin mi? Vaktim varken başlayayım mı sence?",2025-10-31 22:35:34
Kişisel,Yarınki kahve planı için ufak bir hatırlatma,"Selam! Yarın öğleden sonra seninle kahve içmek için sözleşmiştik, unutmadın değil mi? Saat 15:00 gibi [Kafe Adı]'nda buluşalım. Şimdiden heyecanlandım, görüşmek üzere!",2025-10-31 22:35:57
Kişisel,Ev anahtarımı sende unutmuşum galiba?,"Merhaba, dün akşamki yemekte evden ayrılırken anahtarımı sende unutmuş olabilir miyim? Eğer sende ise, müsait olduğun bir zaman alabilirim. Haber verirsen sevinirim.",2025-10-31 22:35:57
Kişisel,Düğün davetiyesi – Lütfen RSVP yapmayı unutma!,"Sevgili dostum, düğün davetiyemizi aldığını umuyorum. Katılım durumunu en geç [Tarih]'e kadar bildirirsen, hazırlıklar için çok yardımcı olacak. Şimdiden teşekkürler!",2025-10-31 22:35:57
Kişisel,Kitap önerisi – Kesinlikle okumalısın!,"Selam! Sana okumanı şiddetle tavsiye edeceğim bir kitap buldum: [Kitap Adı]. Konusu ve yazım tarzı seni çok etkileyeceğine eminim. Bir ara konuşuruz, neler düşündüğünü merak ediyorum.",2025-10-31 22:35:57
Kişisel,Fotoğrafları seninle paylaşmak istedim,"Merhaba, geçen haftaki [Etkinlik Adı]'ndaki fotoğrafları sonunda düzenledim. Birkaç tanesini sana özel olarak seçtim ve ekte gönderiyorum. Umarım beğenirsin!",2025-10-31 22:35:57
Kişisel,Bir konuda fikrini almak istiyorum,"Selam, müsait bir vaktinde seni arayabilir miyim? Kafamı karıştıran bir konu var ve senin fikrini almak çok önemli. Bana uygun bir zaman dilimi söylersen sevinirim.",2025-10-31 22:35:57
Kişisel,Tatildeki planlarımız hakkında konuşalım mı?,"Merhaba, yaz tatili için plan yapmaya başlamamızın zamanı geldi diye düşünüyorum. Ne dersin, önümüzdeki hafta sonu bir araya gelip seçenekleri değerlendirelim mi? Senin de aklında bir şeyler varsa, dinlemek isterim.",2025-10-31 22:35:57
Kişisel,Doğum günün kutlu olsun! :),"Canım arkadaşım, doğum günün kutlu olsun! Yeni yaşında tüm dileklerinin gerçekleşmesini dilerim. Nice mutlu ve sağlıklı senelere! En kısa zamanda görüşelim.",2025-10-31 22:35:57
Kişisel,Konser biletleri – İlginizi çeker mi?,"Selam! [Sanatçı Adı]'nın konserine bilet buldum. Eğer ilginizi çekerse, sizin için de bir bilet alabilirim. Hızlı karar vermemiz gerekiyor, biletler çok çabuk tükeniyor.",2025-10-31 22:35:57
Kişisel,Yardımına ihtiyacım var – Taşınma,"Merhaba, biliyorsun taşınıyorum ve yardıma ihtiyacım olacak. [Tarih]'te eşyaları taşırken bana destek olabilirsen çok sevinirim. Pizza ve içecekler benden!",2025-10-31 22:35:57
Kişisel,Geçmiş olsun dileklerimle,"Merhaba, hasta olduğunu duydum. Çok üzüldüm. Umarım en kısa sürede iyileşirsin. Bir şeye ihtiyacın olursa çekinme söyle.",2025-10-31 22:35:57
Kişisel,Yeni işin hayırlı olsun!,"Merhaba, yeni işini duydum. Tebrik ederim! Çok sevindim senin adına. Başarılarının devamını dilerim. Bir ara kutlama yapalım.",2025-10-31 22:35:57
Kişisel,Hesap numaram – Ortak ödeme,"Selam, dün akşamki yemeğin benim payıma düşen kısmı için hesap numaramı gönderiyorum. [Hesap Numarası]. Transferi yapınca haber verirsen sevinirim.",2025-10-31 22:35:57
Kişisel,Sinema planı – Hangi filmi izleyelim?,"Merhaba, bu hafta sonu sinemaya gitmeye ne dersin? Hangi filmler vizyonda bir bakalım, sonra birlikte karar verelim. Popcornlar benden!",2025-10-31 22:35:57
Kişisel,Önemli bir duyuru – Yeni numaram,Herkese merhaba! Telefon numaram değişti. Yeni numaram [Yeni Numara]. Lütfen not almayı unutmayın.,2025-10-31 22:35:57
Kişisel,Kayıp eşya – Gözlük,"Selam, dün akşam sende kaldığımda gözlüğümü düşürmüş olabilir miyim? Etrafa baktım ama bulamadım. Bir kontrol edersen sevinirim.",2025-10-31 22:35:57
Kişisel,Öneri: Yoga kursu,"Merhaba, son zamanlarda çok gergin olduğunu fark ettim. Belki bir yoga kursuna başlamak sana iyi gelir. [Kurs Adı]'nı tavsiye ederim, çok memnun kalmıştım.",2025-10-31 22:35:57
Kişisel,Davet: Barbekü Partisi,Selam! [Tarih]'te evimde barbekü partisi düzenliyorum. Seni de aramızda görmekten mutluluk duyarım. Lütfen gelmeyi düşünürsen bana haber ver.,2025-10-31 22:35:57
Kişisel,Acil Durum – Telefonu açar mısın?,"Selam! Acil bir durum var, lütfen müsait olduğun anda beni arar mısın? Çok önemli konuşmamız gerekiyor.",2025-10-31 22:35:57
Kişisel,Teşekkür ederim – Yardım,"Merhaba, bana dün yaptığın yardımlar için çok teşekkür ederim. Gerçekten çok işime yaradı. İyiliğini asla unutmayacağım.",2025-10-31 22:35:57
Güvenlik/Uyarı,Şifre yenileme isteği: Tanımadığın birinden gelmiş,"Selam, bugün şifremi yenilemem için bir mail geldi ama ben istememiştim. Dikkatli ol, senin için de gelebilir. Sakın linke tıklama!",2025-10-31 22:36:18
Güvenlik/Uyarı,Hesabında şüpheli hareketler tespit edildi!,"Merhaba, bankadan gelen bir uyarıyı seninle paylaşmak istedim. Benim hesabımda şüpheli işlem denemeleri olmuş. Sen de hesaplarını kontrol etsen iyi olur.",2025-10-31 22:36:18
Güvenlik/Uyarı,Bilinmeyen numaralara dikkat et!,Son zamanlarda bir numara sürekli arıyor ve tanımıyorum. Telefonunu açınca da hemen kapatıyorlar. Sen de tanımadığın numaralara karşı dikkatli ol.,2025-10-31 22:36:18
Güvenlik/Uyarı,Dolandırıcılık uyarısı: Sahte kargo mesajları,"Bugün kargo şirketinden sahte bir mesaj aldım. Gümrük ücreti istiyorlar ve linke tıklamamı istiyorlar. Sakın tıklama, dolandırıcı olabilirler.",2025-10-31 22:36:18
Güvenlik/Uyarı,Sosyal medya hesabım ele geçirilmiş olabilir,"Sanırım sosyal medya hesabım ele geçirildi. Arkadaşlarım garip paylaşımlar gördüklerini söylüyorlar. Şifremi değiştirdim ama sen de dikkat et, senden garip mesajlar gelirse benim değilim.",2025-10-31 22:36:18
Güvenlik/Uyarı,Telefonunu halka açık şarj istasyonlarında şarj etme!,Halka açık şarj istasyonlarının güvenli olmadığı söyleniyor. Telefonuna virüs bulaşabilir ya da verilerin çalınabilirmiş. Mümkünse kullanmamaya çalış.,2025-10-31 22:36:18
Güvenlik/Uyarı,Parkta tanımadığın kişilerden yiyecek alma!,"Dün parkta tanımadığım bir adam bana kurabiye ikram etti. Reddetmek zorunda kaldım. Tanımadığın kişilerden yiyecek kabul etmemen gerektiğini unutma, özellikle çocuklara söyle.",2025-10-31 22:36:18
Güvenlik/Uyarı,Sitenin güvenliğinden emin olmadan kart bilgilerini girme!,Online alışveriş yaparken sitenin 'https' ile başladığından ve kilit simgesinin olduğundan emin ol. Güvenli olmayan sitelere kart bilgilerini girmek riskli olabilir.,2025-10-31 22:36:18
Güvenlik/Uyarı,Evde yalnızken kapıyı tanımadığın kişilere açma!,Evde yalnızken zil çalarsa ve tanımadığın biri gelirse kapıyı açma. Kim olduğunu sorsan bile tanımıyorsan açma. Güvenliğinden her zaman emin ol.,2025-10-31 22:36:18
Güvenlik/Uyarı,Herkese açık Wi-Fi ağlarında kişisel işlemler yapma!,Herkese açık Wi-Fi ağları güvenli değil. Bankacılık gibi kişisel işlemlerini yaparken mobil verini kullan ya da VPN kullanmaya çalış.,2025-10-31 22:36:18
Güvenlik/Uyarı,Çocuklarının internetteki aktivitelerini kontrol et,Çocukların internette neler yaptığına dikkat et. Bilmedikleri sitelere girmemeleri ve yabancılarla konuşmamaları konusunda uyar. Zararlı içeriklere maruz kalabilirler.,2025-10-31 22:36:18
Güvenlik/Uyarı,Araba anahtarını görünürde bırakma!,"Araba anahtarını dışarıda, görünür bir yerde bırakma. Hırsızlar için kolay bir hedef olabilir.",2025-10-31 22:36:18
Güvenlik/Uyarı,Bilinmeyen USB bellekleri kullanma!,Bilinmeyen yerlerden bulduğun USB bellekleri bilgisayarına takma. İçinde virüs olabilir ve bilgisayarına zarar verebilir.,2025-10-31 22:36:18
Güvenlik/Uyarı,"Komşunun kedisi kaybolmuş, etrafta gören oldu mu?","Merhaba, komşumuzun kedisi dün kaybolmuş. Etrafta gören olursa haber verirse çok seviniriz. Belki sen de bir göz atabilirsin?",2025-10-31 22:36:18
Güvenlik/Uyarı,Elektrik kesintisi! Buzdolabındaki yiyeceklere dikkat!,Elektrik kesintisi oldu. Buzdolabındaki yiyeceklerin bozulmaması için uzun süre kesintiye girerse önlem almamız gerekebilir. Bilgin olsun.,2025-10-31 22:36:18
Güvenlik/Uyarı,Evde yangın alarmı çalışıyor mu?,Evdeki yangın alarmını kontrol etmeyi unutma. Pillerinin bitmemiş olduğundan emin ol. Hayat kurtarabilir.,2025-10-31 22:36:18
Güvenlik/Uyarı,"Bölgede hırsızlık olayları artmış, dikkatli olalım!",Mahallemizde son zamanlarda hırsızlık olayları artmış. Kapıları ve pencereleri kilitlemeyi unutmayalım. Şüpheli bir durum görürsek polisi arayalım.,2025-10-31 22:36:18
Güvenlik/Uyarı,Kış lastiklerini taktırmayı unutma!,Hava soğuyor ve yollar buzlanmaya başlayabilir. Kış lastiklerini taktırmayı unutma. Güvenliğin için önemli.,2025-10-31 22:36:18
Güvenlik/Uyarı,Acil durumlar için hazırlıklı olmalıyız.,"Deprem gibi acil durumlar için bir acil durum çantası hazırlamayı düşündün mü? İçine su, yiyecek, ilk yardım malzemesi gibi şeyler koyabilirsin.",2025-10-31 22:36:18
Güvenlik/Uyarı,Köpeğini tasmasız gezdirenleri uyaralım.,Mahallede köpeğini tasmasız gezdirenler var. Hem tehlikeli hem de yasak. Nazikçe uyarsak iyi olur.,2025-10-31 22:36:18
Sosyal Medya,Yeni kampanyamız için fikirlerinizi bekliyoruz!,"Merhaba ekip, yeni sosyal medya kampanyamız için beyin fırtınası yapıyoruz. Sizin de yaratıcı fikirlerinizi duymak isteriz. Hedef kitlemizi nasıl etkileyebiliriz? Hangi platformlarda daha aktif olmalıyız? Önerilerinizi bekliyoruz!",2025-10-31 22:36:43
Sosyal Medya,Instagram hikaye tasarımı revizyonu,"Herkese merhaba, Instagram hikaye tasarımıyla ilgili revizyon taleplerinizi aldım. Gerekli düzenlemeleri yaptım ve tekrar incelemenize sunuyorum. Lütfen onayınızı bekliyorum, yayına alacağız.",2025-10-31 22:36:43
Sosyal Medya,Influencer iş birliği: Onay bekleyen sözleşme,"Selam, [Influencer Adı] ile yapacağımız iş birliği için sözleşme taslağı hazır. Lütfen inceleyip onay verir misiniz? Kampanya detayları da ekte yer alıyor. Herhangi bir sorunuz olursa lütfen çekinmeyin.",2025-10-31 22:36:43
Sosyal Medya,Sosyal medya raporu - Haziran ayı sonuçları,"Merhaba, Haziran ayı sosyal medya performans raporunu ekte bulabilirsiniz. Büyüme oranları, etkileşim rakamları ve kampanya sonuçları detaylı olarak incelendi. Önerilerinizi ve yorumlarınızı bekliyorum.",2025-10-31 22:36:43
Sosyal Medya,Rakip analizi: Yeni trendler ve yaklaşımlar,"Herkese merhaba, rakip analizi yaptım ve dikkat çekici trendler ve yaklaşımlar belirledim. Bu bilgileri kullanarak stratejimizi güncelleyebiliriz. Eklediğim rapora bir göz atıp fikirlerinizi paylaşır mısınız?",2025-10-31 22:36:43
Sosyal Medya,Acil! Twitter'daki olumsuz yorumlara yanıt verilmeli,"Arkadaşlar, Twitter'da ürünümüzle ilgili olumsuz yorumlar artıyor. Acilen bir kriz yönetimi planı oluşturmalıyız ve bu yorumlara profesyonelce yanıt vermeliyiz. Önerilerinizi bekliyorum.",2025-10-31 22:36:43
Sosyal Medya,LinkedIn paylaşımları için içerik takvimi onayı,"Merhaba, LinkedIn paylaşımları için hazırladığımız içerik takvimini onayınıza sunuyorum. Takvimdeki başlıklar, görseller ve yayın saatleri uygun mu? Onayınızdan sonra paylaşımlara başlayabiliriz.",2025-10-31 22:36:43
Sosyal Medya,Facebook reklam bütçesi onayı,"Selam, yeni Facebook reklam kampanyası için bütçe talebini iletiyorum. Hedef kitlemiz ve reklam amaçlarımız doğrultusunda belirlenen bu bütçe ile daha geniş bir kitleye ulaşmayı hedefliyoruz. Onayınızı bekliyorum.",2025-10-31 22:36:43
Sosyal Medya,Sosyal medya hesap şifreleri güncellendi,"Herkese merhaba, güvenlik amacıyla tüm sosyal medya hesaplarının şifreleri güncellendi. Yeni şifreleri ekte bulabilirsiniz. Lütfen şifreleri güvenli bir yerde saklayın.",2025-10-31 22:36:43
Sosyal Medya,Canlı yayın için görev dağılımı,"Arkadaşlar, önümüzdeki hafta yapacağımız canlı yayın için görev dağılımını tamamlamamız gerekiyor. Kim moderatör olacak, kim soruları yönetecek? Gönüllü olanlar varsa lütfen bildirsin.",2025-10-31 22:36:43
Sosyal Medya,Sosyal medya ekibi toplantısı daveti,"Merhaba ekip, bu hafta sosyal medya stratejilerimizi ve önümüzdeki ayların planlarını konuşmak için bir araya geliyoruz. Toplantı [Tarih] tarihinde [Saat]'te [Yer]'de gerçekleşecektir. Katılımınızı bekliyorum.",2025-10-31 22:36:43
Sosyal Medya,TikTok challenge fikri buluşması,"Selam, TikTok'ta viral olabilecek bir challenge fikri arıyoruz. Yaratıcı ve markamıza uygun fikirleri olan herkesi bir araya gelmeye davet ediyorum. En iyi fikirler ödüllendirilecektir!",2025-10-31 22:36:43
Sosyal Medya,Sosyal medya araçları eğitimi,"Merhaba, sosyal medya araçlarını daha etkin kullanabilmemiz için bir eğitim organize edeceğiz. [Tarih] tarihinde [Saat]'te gerçekleşecek eğitimde [Araç Adı] hakkında bilgi alacağız. Kayıt olmak için lütfen bana ulaşın.",2025-10-31 22:36:43
Sosyal Medya,Yeni ürün lansmanı sosyal medya planı,"Herkese merhaba, yeni ürün lansmanı için sosyal medya planımız hazır. Hedef kitlemiz, kullanılacak platformlar ve içerik stratejisi detaylı olarak belirlendi. Planı inceleyip geri bildirimlerinizi bekliyorum.",2025-10-31 22:36:43
Sosyal Medya,Sosyal medya içerik editörü arayışımız,"Arkadaşlar, sosyal medya ekibimize katılacak, yaratıcı ve deneyimli bir içerik editörü arıyoruz. İlgilenen veya tanıdığı olan varsa lütfen benimle iletişime geçsin. İş ilanı detayları ekte yer alıyor.",2025-10-31 22:36:43
Sosyal Medya,Instagram reels stratejisi güncelleniyor,"Merhaba, Instagram reels performansımız son zamanlarda düşüşte. Yeni bir strateji geliştirmek için bir araya gelmeliyiz. Trendleri ve rakip analizlerini göz önünde bulundurarak farklı yaklaşımlar denemeliyiz.",2025-10-31 22:36:43
Sosyal Medya,Müşteri memnuniyeti anketi sosyal medya paylaşımı,"Selam, müşteri memnuniyeti anketimizi sosyal medya hesaplarımızda paylaşmaya hazır mıyız? Anketin linkini ve tanıtım metnini kontrol ettim, her şey tamam gibi duruyor. Onay verirseniz hemen yayınlayalım.",2025-10-31 22:36:43
Sosyal Medya,Sosyal medya hesapları için 2FA aktivasyonu,"Herkese merhaba, sosyal medya hesaplarımızın güvenliğini artırmak için 2 faktörlü kimlik doğrulamasını (2FA) aktif etmemiz gerekiyor. Lütfen talimatları takip ederek hesaplarınızı koruma altına alın.",2025-10-31 22:36:43
Sosyal Medya,Youtube video fikri: Sizin önerileriniz neler?,"Arkadaşlar, Youtube kanalımız için yeni video fikirlerine ihtiyacımız var. Sizin aklınıza gelen, izleyicilerin ilgisini çekebilecek konular neler? Önerilerinizi bekliyorum.",2025-10-31 22:36:43
Sosyal Medya,Sosyal medya ajansı seçimi: Teklif değerlendirmesi,"Merhaba, sosyal medya ajansı seçimi için aldığımız teklifleri değerlendirme sürecindeyiz. Her ajansın sunduğu stratejileri, bütçeleri ve referansları detaylı olarak inceleyeceğiz. En uygun ajansı seçmek için fikrinizi almak isterim.",2025-10-31 22:36:43
Pazarlama,Trendyol'dan Süper İndirimler Başladı! Kaçırmayın!,"Selam, Trendyol'da beklenen indirimler sonunda başladı! Kıyafetten elektroniğe her şeyde büyük fırsatlar var. Özellikle almak istediğin bir şey varsa hemen bakmanı öneririm. Belki birlikte de bakabiliriz, ne dersin?",2025-10-31 22:37:06
Pazarlama,"Zara'dan Yeni Sezon Ürünleri Geldi, Göz At Derim!","Merhaba, Zara'nın yeni sezon ürünleri siteye yüklenmiş. Stilini yenilemek istersen mutlaka göz atmalısın. Ben birkaç parça beğendim bile! Belki sen de kendine göre bir şeyler bulursun.",2025-10-31 22:37:06
Pazarlama,Sepette Unuttuğun Ürünler Seni Bekliyor!,"Hey, bir hatırlatma! Sepetinde unuttuğun ürünler hala seni bekliyor. Belki indirim de olmuştur, kontrol et istersen. Pişman olma sonra!",2025-10-31 22:37:06
Pazarlama,Haftanın Fırsatları: Elektronik Ürünlerde Şok İndirimler!,"Merhaba, elektronik ürünlerde bu hafta kaçırılmayacak fırsatlar var. Özellikle almak istediğin bir şey varsa bu indirimleri değerlendirebilirsin. Tabletler, kulaklıklar, akıllı saatler hepsi indirimde!",2025-10-31 22:37:06
Pazarlama,Gratis'te 3 Al 2 Öde Kampanyası Başladı!,"Selam, Gratis'te 3 al 2 öde kampanyası başlamış! Kozmetik ürünlerinde ihtiyacın olanları almak için harika bir fırsat. Belki birlikte gidip bakarız, ne dersin?",2025-10-31 22:37:06
Pazarlama,Hediye Fikri Alarmı! Sevgiliye Özel Hediye Seçenekleri,"Merhaba, yaklaşan özel gün için hediye arayışındaysan sana birkaç fikir verebilirim. Birçok online mağazada sevgiliye özel hediye seçenekleri var. Hem indirimler de başlamış!",2025-10-31 22:37:06
Pazarlama,Kitap Alışverişi Zamanı! En Çok Satanlarda Büyük İndirim,"Hey, kitap kurdu! Kitap alışverişi yapmak için harika bir zaman. En çok satan kitaplarda büyük indirimler var. Belki birlikte online bir kitap turuna çıkarız?",2025-10-31 22:37:06
Pazarlama,IKEA'da Ev Dekorasyon Ürünlerinde Büyük Fırsat!,"Selam, evini yenilemek mi istiyorsun? IKEA'da ev dekorasyon ürünlerinde büyük fırsatlar var. Hem online hem de mağazalarda geçerli. Belki hafta sonu bir uğrarız.",2025-10-31 22:37:06
Pazarlama,Spor Ayakkabı Tutkunlarına Müjde! Yeni Sezon Modeller Geldi,"Merhaba, spor ayakkabı tutkunuysan bu habere sevineceksin. Birçok markanın yeni sezon spor ayakkabı modelleri satışa çıktı. Belki kendine yeni bir tane alırsın.",2025-10-31 22:37:06
Pazarlama,LC Waikiki'de Çocuk Giyimde Kaçırılmayacak İndirimler!,"Hey, çocukların için giyim alışverişi yapmayı düşünüyorsan LC Waikiki'de kaçırılmayacak indirimler var. Hem kaliteli hem de uygun fiyatlı ürünler bulabilirsin.",2025-10-31 22:37:06
Pazarlama,Evcil Hayvan Mamalarında Kampanya! Stokları Tükenmeden Al!,"Merhaba, evcil hayvanın için mama almayı planlıyorsan şu an birçok online mağazada kampanya var. Stokları tükenmeden almanı öneririm.",2025-10-31 22:37:06
Pazarlama,Mobilya Alışverişi: Düğün Sezonu İndirimleri Başladı!,"Selam, düğün hazırlıkları mı var? Mobilya alışverişi için düğün sezonu indirimleri başladı. Birçok mağazada büyük fırsatlar var, araştırma yapmaya başla derim.",2025-10-31 22:37:06
Pazarlama,Seyahat Hazırlığı: Bavul ve Çantalarda İndirim Fırsatı!,"Merhaba, seyahat planları yapıyorsan bavul ve çantalarda indirim fırsatını kaçırma. Yeni bir bavula ihtiyacın varsa şimdi tam zamanı.",2025-10-31 22:37:06
Pazarlama,Migros'ta Haftanın İndirimleri: Temel Gıda Ürünlerinde Avantajlar,"Hey, Migros'ta haftanın indirimleri başladı. Temel gıda ürünlerinde büyük avantajlar var. Alışveriş listeni hazırlayıp gitmeye ne dersin?",2025-10-31 22:37:06
Pazarlama,Amazon Prime Üyelerine Özel İndirimler Başladı!,"Merhaba, Amazon Prime üyesiysen sana güzel bir haberim var. Prime üyelerine özel indirimler başladı. Hemen siteye girip göz atmanı öneririm.",2025-10-31 22:37:06
Pazarlama,Çiçek Sepeti'nden Sevdiklerinize Özel Hediye Gönderin!,"Selam, sevdiklerine bir sürpriz yapmak istersen Çiçek Sepeti'nde birçok hediye seçeneği var. Hem hızlı teslimat hem de indirimler mevcut.",2025-10-31 22:37:06
Pazarlama,Teknosa'da Cep Telefonu Kampanyaları! Kaçırmayın!,"Merhaba, cep telefonu almayı düşünüyorsan Teknosa'da kaçırılmayacak kampanyalar var. Farklı markalarda indirimler seni bekliyor.",2025-10-31 22:37:06
Pazarlama,Decathlon'da Spor Malzemelerinde Büyük İndirim Fırsatı!,"Hey, sporla ilgileniyorsan Decathlon'da spor malzemelerinde büyük indirim fırsatı var. Özellikle outdoor ürünlerinde kaçırılmayacak fırsatlar var.",2025-10-31 22:37:06
Pazarlama,Koton'da Tüm Ürünlerde %50 İndirim Başladı!,"Selam, Koton'da tüm ürünlerde %50 indirim başladı! Gardırobunu yenilemek için harika bir fırsat. Belki birlikte alışverişe çıkarız, ne dersin?",2025-10-31 22:37:06
Pazarlama,Markafoni'de Tasarım Ürünlerinde Özel İndirimler!,"Merhaba, tasarım ürünlerine meraklıysan Markafoni'de özel indirimler başladı. Ev tekstilinden aksesuara birçok üründe fırsatlar seni bekliyor.",2025-10-31 22:37:06
Pazarlama,Siparişiniz Hazır! En Kısa Sürede Teslim Edilecek.,"Merhaba, verdiğiniz sipariş hazırlanmış ve kargoya verilmek üzere. Tahmini teslimat süresi 2-3 iş günü. Kargoya verildiğinde takip numaranızı ayrıca göndereceğiz. Keyifli alışverişler dileriz!",2025-10-31 22:37:28
Pazarlama,Büyük İndirim! Kaçırmayın!,"Merhaba, seçili ürünlerde %70'e varan indirimler başladı! Bu fırsatı kaçırmayın ve hemen sitemizi ziyaret edin. Belki de aradığınız o ürün inanılmaz bir fiyata sizi bekliyor!",2025-10-31 22:37:28
Pazarlama,Sepetinizde Unuttuğunuz Ürünler Var!,"Merhaba, sepetinizde bazı ürünler olduğunu fark ettik. Belki karar vermekte zorlanıyorsunuzdur. Size özel %10 indirim kodu tanımladık: UNUTMA10. Hemen sepetinizi tamamlayın!",2025-10-31 22:37:28
Pazarlama,Yeni Koleksiyonumuz Yayında!,"Merhaba, bahar koleksiyonumuz sonunda yayında! Canlı renkler, modern kesimler ve yepyeni tasarımlar sizi bekliyor. İlk hafta tüm koleksiyonda %15 indirim fırsatını kaçırmayın!",2025-10-31 22:37:28
Pazarlama,Sipariş Onayınız,"Merhaba, [Sipariş Numarası: #12345] numaralı siparişiniz başarıyla oluşturulmuştur. Siparişinizdeki ürünler ve teslimat adresiniz aşağıdadır. Herhangi bir sorun olması durumunda bizimle iletişime geçmekten çekinmeyin.",2025-10-31 22:37:28
Pazarlama,"Müşteri Memnuniyet Anketine Katılın, Hediye Kazanın!","Merhaba, alışveriş deneyiminiz bizim için çok değerli. Kısa bir ankete katılarak hem bize yardımcı olabilir, hem de hediye çekilişine katılma şansı yakalayabilirsiniz. Anket linki: [Anket Linki]",2025-10-31 22:37:28
Pazarlama,Favori Ürünleriniz İndirime Girdi!,"Merhaba, favorilerinize eklediğiniz ürünlerden bazılarının indirime girdiğini duyurmaktan mutluluk duyuyoruz! Hemen sitemizi ziyaret edin ve fırsatı kaçırmayın.",2025-10-31 22:37:28
Pazarlama,Yeni Üyelik Hediyesi!,"Merhaba, sitemize üye olduğunuz için teşekkür ederiz! Size özel %20 indirim kuponunuz: YENI20. İlk alışverişinizde kullanabilirsiniz.",2025-10-31 22:37:28
Pazarlama,Kargonuz Yola Çıktı!,"Merhaba, [Sipariş Numarası: #56789] numaralı siparişiniz [Kargo Şirketi] ile yola çıktı. Takip numaranız: [Takip Numarası]. İyi alışverişler!",2025-10-31 22:37:28
Pazarlama,Stoklar Tükeniyor!,"Merhaba, çok satan ürünlerimizden bazılarının stokları hızla tükeniyor. Eğer gözünüzü kestirdiğiniz bir ürün varsa, acele edin!",2025-10-31 22:37:28
Pazarlama,Doğum Günü İndirimi!,"Merhaba [Adınız], doğum gününüz kutlu olsun! Size özel %30 indirim kuponunuz: DOGUMGUNU30. Keyifli alışverişler!",2025-10-31 22:37:28
Pazarlama,İade Talebiniz Alındı,"Merhaba, [Sipariş Numarası: #91011] numaralı siparişiniz için iade talebiniz alınmıştır. İade süreciniz en kısa sürede başlatılacaktır. Detaylı bilgi için iade politikamızı inceleyebilirsiniz.",2025-10-31 22:37:28
Pazarlama,Siparişiniz Kargoya Verildi!,"Merhaba, [Sipariş Numarası: #121314] numaralı siparişiniz kargoya verildi. Tahmini teslimat tarihi 3-5 iş günü. Takip numaranızla kargonuzu takip edebilirsiniz.",2025-10-31 22:37:28
Pazarlama,Haftanın Fırsatları Başladı!,"Merhaba, bu haftaya özel seçili ürünlerde kaçırılmayacak fırsatlar başladı! Elektronikten giyime, ev eşyasından kozmetiğe her kategoride indirimler sizi bekliyor.",2025-10-31 22:37:28
Pazarlama,Gizli Fırsat!,"Merhaba, size özel bir sürprizimiz var! Bu e-postaya özel gizli indirim kodunuz: SURPRIZ15. Hemen alışverişe başlayın!",2025-10-31 22:37:28
Pazarlama,"Alışverişinizi Tamamlayın, Bedava Kargo Kazanın!","Merhaba, sadece [TL] değerinde daha alışveriş yaparak bedava kargo fırsatından yararlanabilirsiniz. Sepetinizdeki ürünlere göz atın ve alışverişinizi tamamlayın!",2025-10-31 22:37:28
Pazarlama,Black Friday Ön İndirimleri Başladı!,"Merhaba, Black Friday çılgınlığı başlamadan önce size özel ön indirim fırsatlarını sunuyoruz! Seçili ürünlerde büyük indirimler sizi bekliyor. Acele edin, stoklar sınırlı!",2025-10-31 22:37:28
